"trial","period","fill_id","order_id","market","side","outcome","quantity","gross_usd","fees_usd","timestamp"
"cb48be486f6c9ea06b47","evaluación","sim:30531eeca6beecd0d9dd77109082e63b:NO","30531eeca6beecd0d9dd77109082e63b:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:14.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:8d77c85017ddb2c2c09268cfe14b9758:YES","8d77c85017ddb2c2c09268cfe14b9758:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:15.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:8d77c85017ddb2c2c09268cfe14b9758:NO","8d77c85017ddb2c2c09268cfe14b9758:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:16.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:YES","acfb9f6592e274d9c783dbdc6e639219:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:17.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:NO","acfb9f6592e274d9c783dbdc6e639219:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:18.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:edbcebb15d42043160c67f11392972ae:YES","edbcebb15d42043160c67f11392972ae:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:19.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:edbcebb15d42043160c67f11392972ae:exit:YES:ea56a40cca61","edbcebb15d42043160c67f11392972ae:exit:YES:ea56a40cca61","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:21.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:YES","5aa02729a1ad44c9d51d229f9c5296e3:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:37.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:NO","5aa02729a1ad44c9d51d229f9c5296e3:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:38.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:555fa0e88227201ae49a7f768d23337a:YES","555fa0e88227201ae49a7f768d23337a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:39.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:555fa0e88227201ae49a7f768d23337a:NO","555fa0e88227201ae49a7f768d23337a:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:40.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:41.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:NO","5839a8ae6cf4f1aa7b84e0bb3943a6f9:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:42.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:ffa68515c6ff98fae80e24059f663f3a:YES","ffa68515c6ff98fae80e24059f663f3a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:43.000Z"
"cb48be486f6c9ea06b47","evaluación","sim:ffa68515c6ff98fae80e24059f663f3a:exit:YES:4b8a99b1e904","ffa68515c6ff98fae80e24059f663f3a:exit:YES:4b8a99b1e904","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:45.000Z"
"40cd13f44efe89b18b85","ajuste","sim:573fcac070379997467400de0296f24c:YES","573fcac070379997467400de0296f24c:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:01.000Z"
"40cd13f44efe89b18b85","ajuste","sim:573fcac070379997467400de0296f24c:NO","573fcac070379997467400de0296f24c:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:02.000Z"
"40cd13f44efe89b18b85","ajuste","sim:73f04b483f64f1707eec0385e06bf252:YES","73f04b483f64f1707eec0385e06bf252:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:03.000Z"
"40cd13f44efe89b18b85","ajuste","sim:73f04b483f64f1707eec0385e06bf252:NO","73f04b483f64f1707eec0385e06bf252:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:04.000Z"
"40cd13f44efe89b18b85","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:YES","aa68306a345c44fe31032d2c7e7817cb:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:05.000Z"
"40cd13f44efe89b18b85","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:NO","aa68306a345c44fe31032d2c7e7817cb:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:06.000Z"
"40cd13f44efe89b18b85","ajuste","sim:0b0d4fd117738af3548878d5bb792c9a:YES","0b0d4fd117738af3548878d5bb792c9a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:07.000Z"
"40cd13f44efe89b18b85","ajuste","sim:0b0d4fd117738af3548878d5bb792c9a:exit:YES:767a5fe509fb","0b0d4fd117738af3548878d5bb792c9a:exit:YES:767a5fe509fb","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:09.000Z"
"40cd13f44efe89b18b85","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:YES","8d3c6548135f6017ff2b9a6008a4ab4a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:25.000Z"
"40cd13f44efe89b18b85","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:NO","8d3c6548135f6017ff2b9a6008a4ab4a:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:26.000Z"
"40cd13f44efe89b18b85","ajuste","sim:b08594c2ebf3b49ec491a5ace9929a88:YES","b08594c2ebf3b49ec491a5ace9929a88:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:27.000Z"
"40cd13f44efe89b18b85","ajuste","sim:b08594c2ebf3b49ec491a5ace9929a88:NO","b08594c2ebf3b49ec491a5ace9929a88:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:28.000Z"
"40cd13f44efe89b18b85","ajuste","sim:d45e46ce125fd9a4928d34228873d449:YES","d45e46ce125fd9a4928d34228873d449:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:29.000Z"
"40cd13f44efe89b18b85","ajuste","sim:d45e46ce125fd9a4928d34228873d449:NO","d45e46ce125fd9a4928d34228873d449:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:30.000Z"
"40cd13f44efe89b18b85","ajuste","sim:7277dcc4b3136afc89aea077b3b28e90:YES","7277dcc4b3136afc89aea077b3b28e90:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:31.000Z"
"40cd13f44efe89b18b85","ajuste","sim:7277dcc4b3136afc89aea077b3b28e90:exit:YES:97e78bf335a0","7277dcc4b3136afc89aea077b3b28e90:exit:YES:97e78bf335a0","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:33.000Z"
"40cd13f44efe89b18b85","ajuste","sim:5ddd460f2019fcd4f8c742a3595e5b14:YES","5ddd460f2019fcd4f8c742a3595e5b14:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:49.000Z"
"40cd13f44efe89b18b85","ajuste","sim:5ddd460f2019fcd4f8c742a3595e5b14:NO","5ddd460f2019fcd4f8c742a3595e5b14:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:50.000Z"
"40cd13f44efe89b18b85","ajuste","sim:e324f9e7af65678beddf2e16fa7991e5:YES","e324f9e7af65678beddf2e16fa7991e5:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:51.000Z"
"40cd13f44efe89b18b85","ajuste","sim:e324f9e7af65678beddf2e16fa7991e5:NO","e324f9e7af65678beddf2e16fa7991e5:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:52.000Z"
"40cd13f44efe89b18b85","ajuste","sim:ae9d219e94b79d62ecaf030b5dafa412:YES","ae9d219e94b79d62ecaf030b5dafa412:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:53.000Z"
"40cd13f44efe89b18b85","ajuste","sim:ae9d219e94b79d62ecaf030b5dafa412:NO","ae9d219e94b79d62ecaf030b5dafa412:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:54.000Z"
"40cd13f44efe89b18b85","ajuste","sim:74a2831b2ce549a4c9d306fe4f492c24:YES","74a2831b2ce549a4c9d306fe4f492c24:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:55.000Z"
"40cd13f44efe89b18b85","ajuste","sim:74a2831b2ce549a4c9d306fe4f492c24:exit:YES:a51bb71a29cf","74a2831b2ce549a4c9d306fe4f492c24:exit:YES:a51bb71a29cf","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:57.000Z"
"343db52eebe9c93c5a79","evaluación","sim:30531eeca6beecd0d9dd77109082e63b:YES","30531eeca6beecd0d9dd77109082e63b:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:13.000Z"
"343db52eebe9c93c5a79","evaluación","sim:30531eeca6beecd0d9dd77109082e63b:NO","30531eeca6beecd0d9dd77109082e63b:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:14.000Z"
"343db52eebe9c93c5a79","evaluación","sim:8d77c85017ddb2c2c09268cfe14b9758:YES","8d77c85017ddb2c2c09268cfe14b9758:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:15.000Z"
"343db52eebe9c93c5a79","evaluación","sim:8d77c85017ddb2c2c09268cfe14b9758:NO","8d77c85017ddb2c2c09268cfe14b9758:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:16.000Z"
"343db52eebe9c93c5a79","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:YES","acfb9f6592e274d9c783dbdc6e639219:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:17.000Z"
"343db52eebe9c93c5a79","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:NO","acfb9f6592e274d9c783dbdc6e639219:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:18.000Z"
"343db52eebe9c93c5a79","evaluación","sim:edbcebb15d42043160c67f11392972ae:YES","edbcebb15d42043160c67f11392972ae:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:19.000Z"
"343db52eebe9c93c5a79","evaluación","sim:edbcebb15d42043160c67f11392972ae:exit:YES:ea56a40cca61","edbcebb15d42043160c67f11392972ae:exit:YES:ea56a40cca61","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:21.000Z"
"343db52eebe9c93c5a79","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:YES","5aa02729a1ad44c9d51d229f9c5296e3:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:37.000Z"
"343db52eebe9c93c5a79","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:NO","5aa02729a1ad44c9d51d229f9c5296e3:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:38.000Z"
"343db52eebe9c93c5a79","evaluación","sim:555fa0e88227201ae49a7f768d23337a:YES","555fa0e88227201ae49a7f768d23337a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:39.000Z"
"343db52eebe9c93c5a79","evaluación","sim:555fa0e88227201ae49a7f768d23337a:NO","555fa0e88227201ae49a7f768d23337a:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:40.000Z"
"343db52eebe9c93c5a79","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:41.000Z"
"343db52eebe9c93c5a79","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:NO","5839a8ae6cf4f1aa7b84e0bb3943a6f9:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:42.000Z"
"343db52eebe9c93c5a79","evaluación","sim:ffa68515c6ff98fae80e24059f663f3a:YES","ffa68515c6ff98fae80e24059f663f3a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:43.000Z"
"343db52eebe9c93c5a79","evaluación","sim:ffa68515c6ff98fae80e24059f663f3a:exit:YES:4b8a99b1e904","ffa68515c6ff98fae80e24059f663f3a:exit:YES:4b8a99b1e904","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:45.000Z"
"cea07bddb314b5abce39","ajuste","sim:573fcac070379997467400de0296f24c:YES","573fcac070379997467400de0296f24c:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:02.000Z"
"cea07bddb314b5abce39","ajuste","sim:573fcac070379997467400de0296f24c:NO","573fcac070379997467400de0296f24c:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:04.000Z"
"cea07bddb314b5abce39","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:YES","aa68306a345c44fe31032d2c7e7817cb:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:06.000Z"
"cea07bddb314b5abce39","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:exit:YES:015ce2cfb6ee","aa68306a345c44fe31032d2c7e7817cb:exit:YES:015ce2cfb6ee","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:10.000Z"
"cea07bddb314b5abce39","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:YES","8d3c6548135f6017ff2b9a6008a4ab4a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:26.000Z"
"cea07bddb314b5abce39","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:NO","8d3c6548135f6017ff2b9a6008a4ab4a:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:28.000Z"
"cea07bddb314b5abce39","ajuste","sim:d45e46ce125fd9a4928d34228873d449:YES","d45e46ce125fd9a4928d34228873d449:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:30.000Z"
"cea07bddb314b5abce39","ajuste","sim:d45e46ce125fd9a4928d34228873d449:exit:YES:3ae9c7d764cf","d45e46ce125fd9a4928d34228873d449:exit:YES:3ae9c7d764cf","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:34.000Z"
"cea07bddb314b5abce39","ajuste","sim:5ddd460f2019fcd4f8c742a3595e5b14:YES","5ddd460f2019fcd4f8c742a3595e5b14:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:50.000Z"
"cea07bddb314b5abce39","ajuste","sim:5ddd460f2019fcd4f8c742a3595e5b14:NO","5ddd460f2019fcd4f8c742a3595e5b14:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:52.000Z"
"cea07bddb314b5abce39","ajuste","sim:ae9d219e94b79d62ecaf030b5dafa412:YES","ae9d219e94b79d62ecaf030b5dafa412:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:54.000Z"
"cea07bddb314b5abce39","ajuste","sim:ae9d219e94b79d62ecaf030b5dafa412:exit:YES:3fa00687c6ff","ae9d219e94b79d62ecaf030b5dafa412:exit:YES:3fa00687c6ff","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:58.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:30531eeca6beecd0d9dd77109082e63b:YES","30531eeca6beecd0d9dd77109082e63b:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:14.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:30531eeca6beecd0d9dd77109082e63b:NO","30531eeca6beecd0d9dd77109082e63b:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:16.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:YES","acfb9f6592e274d9c783dbdc6e639219:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:18.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:acfb9f6592e274d9c783dbdc6e639219:exit:YES:499b197cef78","acfb9f6592e274d9c783dbdc6e639219:exit:YES:499b197cef78","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:22.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:YES","5aa02729a1ad44c9d51d229f9c5296e3:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:38.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:5aa02729a1ad44c9d51d229f9c5296e3:NO","5aa02729a1ad44c9d51d229f9c5296e3:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:01:40.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","5839a8ae6cf4f1aa7b84e0bb3943a6f9:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:01:42.000Z"
"33e21f2cd2b35cbff776","evaluación","sim:5839a8ae6cf4f1aa7b84e0bb3943a6f9:exit:YES:7bb65a538418","5839a8ae6cf4f1aa7b84e0bb3943a6f9:exit:YES:7bb65a538418","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:01:46.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:573fcac070379997467400de0296f24c:YES","573fcac070379997467400de0296f24c:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:01.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:573fcac070379997467400de0296f24c:NO","573fcac070379997467400de0296f24c:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:02.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:73f04b483f64f1707eec0385e06bf252:YES","73f04b483f64f1707eec0385e06bf252:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:03.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:73f04b483f64f1707eec0385e06bf252:NO","73f04b483f64f1707eec0385e06bf252:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:04.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:YES","aa68306a345c44fe31032d2c7e7817cb:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:05.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:aa68306a345c44fe31032d2c7e7817cb:NO","aa68306a345c44fe31032d2c7e7817cb:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:06.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:0b0d4fd117738af3548878d5bb792c9a:YES","0b0d4fd117738af3548878d5bb792c9a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:07.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:0b0d4fd117738af3548878d5bb792c9a:exit:YES:767a5fe509fb","0b0d4fd117738af3548878d5bb792c9a:exit:YES:767a5fe509fb","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:09.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:YES","8d3c6548135f6017ff2b9a6008a4ab4a:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:25.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:8d3c6548135f6017ff2b9a6008a4ab4a:NO","8d3c6548135f6017ff2b9a6008a4ab4a:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:26.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:b08594c2ebf3b49ec491a5ace9929a88:YES","b08594c2ebf3b49ec491a5ace9929a88:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:27.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:b08594c2ebf3b49ec491a5ace9929a88:NO","b08594c2ebf3b49ec491a5ace9929a88:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:28.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:d45e46ce125fd9a4928d34228873d449:YES","d45e46ce125fd9a4928d34228873d449:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:29.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:d45e46ce125fd9a4928d34228873d449:NO","d45e46ce125fd9a4928d34228873d449:NO","demo-market","BUY","NO","15","7.35","0.07497","2026-01-01T00:00:30.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:7277dcc4b3136afc89aea077b3b28e90:YES","7277dcc4b3136afc89aea077b3b28e90:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:31.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:7277dcc4b3136afc89aea077b3b28e90:exit:YES:97e78bf335a0","7277dcc4b3136afc89aea077b3b28e90:exit:YES:97e78bf335a0","demo-market","SELL","YES","15","7.35","0.07497","2026-01-01T00:00:33.000Z"
"f5fbacc6255b637ddb80","ajuste","sim:5ddd460f2019fcd4f8c742a3595e5b14:YES","5ddd460f2019fcd4f8c742a3595e5b14:YES","demo-market","BUY","YES","15","6.6","0.07392","2026-01-01T00:00:49.000Z"
